,description,link,pDate,title
251,국내 기름값이 8주 연속으로 하락하며 휘발유 1600원대 주유소가 속속 등장하고 있는 가운데 서울 시내의 한 알뜰주유소 를 찾은 시민들이 차량에 주유를 하고 있다. 지난 27일 한국석유공사 유가정보서비스...,https://n.news.naver.com/mnews/article/018/0005303731?sid=102,2022-08-28 15:35:00,포토 서울 기름값 가장 싼 곳은 휘발유 1600원·경유 1700원대 잇따라
252,국내 기름값이 8주 연속으로 하락하며 휘발유 1600원대 주유소가 속속 등장하고 있는 가운데 서울 시내의 한 알뜰주유소 를 찾은 시민들이 차량에 주유를 하고 있다. 지난 27일 한국석유공사 유가정보서비스...,https://n.news.naver.com/mnews/article/018/0005303730?sid=102,2022-08-28 15:35:00,포토 기름값 8주 연속 내려
253,국내 기름값이 8주 연속으로 하락하며 휘발유 1600원대 주유소가 속속 등장하고 있는 가운데 서울 시내의 한 알뜰주유소 를 찾은 시민들이 차량에 주유를 하고 있다. 지난 27일 한국석유공사 유가정보서비스...,https://n.news.naver.com/mnews/article/018/0005303729?sid=102,2022-08-28 15:35:00,포토 국내 기름값 8주째 하락 전국 평균 휘발유 1743.8원
254,국내 기름값이 8주 연속으로 하락하며 휘발유 1600원대 주유소가 속속 등장하고 있는 가운데 서울 시내의 한 알뜰주유소 를 찾은 시민들이 차량에 주유를 하고 있다. 지난 27일 한국석유공사 유가정보서비스...,https://n.news.naver.com/mnews/article/018/0005303724?sid=102,2022-08-28 15:34:00,포토 8주 연속 하락한 국내 기름값
255,국내 기름값이 8주 연속으로 하락하며 휘발유 1600원대 주유소가 속속 등장하고 있는 가운데 서울 시내의 한 알뜰주유소 를 찾은 시민들이 차량에 주유를 하고 있다. 지난 27일 한국석유공사 유가정보서비스...,https://n.news.naver.com/mnews/article/018/0005303722?sid=102,2022-08-28 15:34:00,포토 이젠 1600원대 기름값 8주 연속 하락
256,국내 기름값이 8주 연속으로 하락하며 휘발유 1600원대 주유소가 속속 등장하고 있는 가운데 서울 시내의 한 알뜰주유소 를 찾은 시민들이 차량에 주유를 하고 있다. 지난 27일 한국석유공사 유가정보서비스...,https://n.news.naver.com/mnews/article/018/0005303725?sid=102,2022-08-28 15:34:00,포토 기름값 8주 연속 하락 이번주 휘발유 36.4원·경유 35.3원 내려
257,국내 기름값이 8주 연속으로 하락하며 휘발유 1600원대 주유소가 속속 등장하고 있는 가운데 서울 시내의 한 알뜰주유소 를 찾은 시민들이 차량에 주유를 하고 있다. 지난 27일 한국석유공사 유가정보서비스...,https://n.news.naver.com/mnews/article/018/0005303721?sid=102,2022-08-28 15:34:00,포토 기름값 8주 연속 하락 휘발유가 1600원대
258,국내 기름값이 8주 연속으로 하락하며 휘발유 1600원대 주유소가 속속 등장하고 있는 가운데 서울 시내의 한 알뜰주유소 를 찾은 시민들이 차량에 주유를 하고 있다. 지난 27일 한국석유공사 유가정보서비스...,https://n.news.naver.com/mnews/article/018/0005303726?sid=102,2022-08-28 15:34:00,포토 국내 유가 8주 연속 하락..휘발유 당 1600원대 주유소 속속 등장
259,국내 기름값이 8주 연속으로 하락하며 휘발유 1600원대 주유소가 속속 등장하고 있는 가운데 서울 시내의 한 알뜰주유소 를 찾은 시민들이 차량에 주유를 하고 있다. 지난 27일 한국석유공사 유가정보서비스...,https://n.news.naver.com/mnews/article/018/0005303727?sid=102,2022-08-28 15:34:00,포토 8주 연속 하락한 기름값
260,국내 기름값이 8주 연속으로 하락하며 휘발유 1600원대 주유소가 속속 등장하고 있는 가운데 서울 시내의 한 알뜰주유소 를 찾은 시민들이 차량에 주유를 하고 있다. 지난 27일 한국석유공사 유가정보서비스...,https://n.news.naver.com/mnews/article/018/0005303720?sid=102,2022-08-28 15:34:00,포토 휘발유 1600원대 주유소 등장...기름값 8주째 하락
261,국내 기름값이 8주 연속으로 하락하며 휘발유 1600원대 주유소가 속속 등장하고 있는 가운데 서울 시내의 한 알뜰주유소 를 찾은 시민들이 차량에 주유를 하고 있다. 지난 27일 한국석유공사 유가정보서비스...,https://n.news.naver.com/mnews/article/018/0005303723?sid=102,2022-08-28 15:34:00,포토 기름값 8주 연속 하락 휘발유 1600원대 주유소 속속 등장
262,국내 기름값이 8주 연속으로 하락하며 휘발유 1600원대 주유소가 속속 등장하고 있는 가운데 서울 시내의 한 알뜰주유소 를 찾은 시민들이 차량에 주유를 하고 있다. 지난 27일 한국석유공사 유가정보서비스...,https://n.news.naver.com/mnews/article/018/0005303719?sid=102,2022-08-28 15:33:00,포토 기름값 8주 연속 하락 휘발유 1 600원대 주유소 속속 등장
263,상표별로는 칼텍스 주유소가 당 평균 1752.6원으로 가장 비쌌고 알뜰주유소 는 1719.5원으로 가장 저렴했다. 국내 경유 가격도 8주 연속 하락세를 나타냈다. 이번 주 경유 평균 가격은 지난주보다 25.9원 내린 1843....,https://www.asiatime.co.kr/article/20220827500016,2022-08-27 17:50:00,국내 기름값 8주째 하락 휘발유 1743.8원
264,상표별로는 칼텍스 주유소가 당 평균 1752.6원으로 가장 비쌌고 알뜰주유소 는 1719.5원으로 가장 저렴했습니다. 어제 26일 오후 6시 기준 전국 평균 휘발유 가격은 직전일보다 0.76원 내린 당 1737.78원이었습니다....,https://n.news.naver.com/mnews/article/057/0001686104?sid=102,2022-08-27 13:16:00,국내 기름값 8주 연속 하락 휘발유 36원·경유 26원 내려
265,상표별로는 칼텍스 주유소가 당 평균 1천752.6원으로 가장 비쌌고 알뜰주유소 는 1천719.5원으로 가장 저렴했다. 전날 오후 6시 기준 전국 평균 휘발유 가격은 직전일보다 0.76원 내린 당 1천737.78원이었다. 국내...,https://n.news.naver.com/mnews/article/215/0001050822?sid=101,2022-08-27 13:02:00,이젠 1600원대 기름값 8주 연속 하락
266,상표별로 칼텍스와 알뜰주유소 는 각각 리터 당 평균 1752.6원 1719.5원을 기록했다. 국내 경유 가격도 8주 연속 하락세를 이어갔으며 이번 주 경유 평균 가격은 지난주보다 25.9원 내려 리터 당 1843.6원을...,http://www.incheonilbo.com/news/articleView.html?idxno=1158684,2022-08-27 11:52:00,국내 유류세 8주 연속 하락세 전국 평균가 당 1743.8원
267,상표별로는 칼텍스 주유소가 당 평균 1752.6원으로 가장 비쌌고 알뜰주유소 는 1719.5원으로 가장 저렴했다. 전날 오후 6시 기준 전국 평균 휘발유 가격은 직전일보다 0.76원 내린 당 1737.78원이었다. 국내 경유...,https://www.ekn.kr/web/view.php?key=20220827010004876,2022-08-27 11:18:00,국내 휘발유·경유값 8주째 하락 향후 내림세 주춤할 듯
268,상표별로는 칼텍스 주유소가 당 평균 1천752.6원으로 가장 비쌌고 알뜰주유소 는 1천719.5원으로 가장 저렴했다. 전날 오후 6시 기준 전국 평균 휘발유 가격은 직전일보다 0.76원 내린 당 1천737.78원이었다. 국내...,http://www.namdonews.com/news/articleView.html?idxno=693126,2022-08-27 11:08:00,오피넷 국내 기름값 8주째 연속 하락 휘발유 값 36원·경유 26원 내려
269,사진 연합뉴스 가장 저렴한 상표는 알뜰주유소 로 1719.5원으로 나타났다. 칼텍스 주유소는 당 평균 1752.6원으로 가장 비쌌다. 전날 오후 6시 기준 전국 평균 휘발유 가격은 직전일보다 0.76원 내린 당 1737....,http://www.sporbiz.co.kr/news/articleView.html?idxno=629903,2022-08-27 10:40:00,국내 휘발유·경유가 8주째 내림세 내주 약보합세
270,폴별로는 칼텍스 주유소가 당 평균 1752.6원으로 가장 비쌌고 알뜰주유소 는 1719.5원으로 가장 저렴했다. 전날 오후 6시 기준 전국 평균 휘발유 가격은 직전일보다 0.76원 내린 당 1737.78원이었다. 국내 경유...,http://www.pinpointnews.co.kr/news/articleView.html?idxno=138426,2022-08-27 10:04:00,국내 기름값 하락세 뚜렷 8연속 하락
271,상표별로는 칼텍스 주유소가 당 평균 1천752.6원으로 가장 비쌌고 알뜰주유소 는 1천719.5원으로 가장 저렴했습니다. 전날 오후 6시 기준 전국 평균 휘발유 가격은 직전일보다 0.76원 내린 당 1천737....,http://mbnmoney.mbn.co.kr/news/view?news_no=MM1004718634,2022-08-27 09:48:00,국내 기름값 8주째 하락 이번주 휘발유 36원·경유 26원 내려
272,6원으로 가장 비쌌다. 알뜰주유소 는 1719.5원으로 가장 저렴했다. 국내 경유 가격도 8주 연속 떨어졌다. 이번주 경유 평균 가격은 지난주보다 25.9원 내린 1843.6원을 기록했다.,http://daily.hankooki.com/news/articleView.html?idxno=864572,2022-08-27 09:46:00,기름값 8주 연속 하락 서울 휘발유 1816.6원
273,상표별로는 칼텍스 주유소가 당 평균 1천752.6원으로 가장 비쌌고 알뜰주유소 는 1천719.5원으로 가장 저렴했다. 전날 오후 6시 기준 전국 평균 휘발유 가격은 직전일보다 0.76원 내린 당 1천737.78원이었다. 국내...,https://www.tfmedia.co.kr/news/article.html?no=130975,2022-08-27 09:40:00,국내 기름값 8주째 하락 이번주 휘발유 36원·경유 26원 내려
274,상표별로는 칼텍스 주유소가 당 평균 1752.6원으로 가장 비쌌고 알뜰주유소 는 1719.5원으로 가장 저렴했다. 전날 오후 6시 기준 전국 평균 휘발유 가격은 직전일보다 0.76원 내린 당 1737.78원이었다. 국내 경유...,http://www.newsway.co.kr/news/view?tp=1&ud=2022082709322991189,2022-08-27 09:34:00,기름값 8주 연속 하락 휘발유 36.4원·경유 25.9원↓
275,상표별 휘발유 가격은 칼텍스 주유소가 당 1752.6원 36.7원↓ 으로 가장 비쌌고 알뜰주유소 가 당 1719.5원 38.2원↓ 으로 가장 저렴했다. 경유는 칼텍스 주유소가 당 1853.2원 35.5원↓ 으로 가장 비쌌고...,http://www.newsworks.co.kr/news/articleView.html?idxno=607420,2022-08-27 09:22:00,휘발유 당 1737.6원 8주 연속 하락 국제 유가는 다시 꿈틀
276,상표별로는 칼텍스 주유소가 당 평균 1752.6원으로 가장 비쌌고 알뜰주유소 는 1719.5원으로 가장 저렴했다. 전날 오후 6시 기준 전국 평균 휘발유 가격은 직전일보다 0.76원 내린 당 1737.78원이었다. 국내 경유...,http://www.getnews.co.kr/news/articleView.html?idxno=596625,2022-08-27 09:20:00,국내 기름 가격 8주 연속 하락세..휘발유 1743.8원 경유 1843.6원
277,상표별로는 칼텍스 주유소가 당 평균 1752.6원으로 가장 비쌌고 알뜰주유소 는 1719.5원으로 가장 저렴했다. 전날 오후 6시 기준 전국 평균 휘발유 가격은 직전일보다 0.76원 내린 당 1737.78원이었다. 국내 경유...,https://www.econovill.com/news/articleView.html?idxno=587418,2022-08-27 09:18:00,국내 기름값 8주째 하락 이번주 휘발유 36원·경유 26원↓
278,주유소 별로는 칼텍스 주유소가 리터당 평균 1752.6원으로 가장 비쌌고 알뜰주유소 는 1719.5원으로 가장 쌌다. 경유 가격도 8주 연속 하락세를 보였다. 이번 주 경유 평균 가격은 지난주보다 25.9원 내린 1843....,https://n.news.naver.com/mnews/article/658/0000018494?sid=101,2022-08-27 09:11:00,휘발유 경유 값 8주 연속 내림세...각각 리터당 1743.8원 1843.6원
279,주유소별로는 휘발유 기준 이번주 알뜰주유소 의 평균가격이 리터당 1719.5원으로 가장 낮았고 칼텍스주유소가 가장 높은 리터당 1752.6원을 기록했다. 경유도 알뜰주유소 의 평균가격이 리터당 1823.3원으로...,https://n.news.naver.com/mnews/article/629/0000169187?sid=101,2022-08-27 08:57:00,기름값 8주 연속 내려 이번주 휘발유 36.4원·경유 35.3원 떨어져
280,상표별로는 칼텍스 주유소가 당 평균 1752.6원으로 가장 비쌌고 알뜰주유소 는 1719.5원으로 가장 저렴했다. 국내 경유 가격도 8주 연속 하락세를 나타냈다. 이번 주 경유 평균 가격은 지난주보다 25.9원 내린...,https://n.news.naver.com/mnews/article/366/0000836894?sid=101,2022-08-27 08:50:00,휘발유 당 1743원 기름값 8주 연속 하락
281,상표별로는 칼텍스 주유소가 당 평균 1천752.6원으로 가장 비쌌고 알뜰주유소 는 1천719.5원으로 가장 저렴했다. 전날 오후 6시 기준 전국 평균 휘발유 가격은 직전일보다 0.76원 내린 당 1천737.78원이었다. 국내...,http://www.g-enews.com/ko-kr/news/article/news_all/202208270834029131edf69f862c_1/article.html,2022-08-27 08:42:00,국내 기름값 8주 연속 하락 휘발유 평균 판매가격 1743.8원
282,상표별 판매가격은 알뜰주유소 휘발유 평균 판매가격이 당 1719.5원으로 가장 저렴했고 칼텍스 주유소가 가장 비싼 1752.6원을 기록했다. 경유 기준으로도 알뜰주유소 의 평균가격이 당 1823.3원으로 가장 낮았고...,https://www.ebn.co.kr/news/view/1544083/?sc=Naver,2022-08-27 08:20:00,기름값 8주 연속 하락 휘발유 당 1743.8원
283,상표별로는 칼텍스 주유소가 당 평균 1752.6원으로 가장 비쌌고 알뜰주유소 는 1719.5원으로 가장 저렴했다. 전날 오후 6시 기준 전국 평균 휘발유 가격은 직전일보다 0.76원 내린 당 1737.78원이었다. 국내 경유...,http://www.slist.kr/news/articleView.html?idxno=380014,2022-08-27 07:40:00,국내 기름값 8주째 하락 이번주 휘발유 36원·경유 26원↓
284,회사별로는 칼텍스 주유소가 당 평균 1752.6원으로 가장 비쌌고 알뜰주유소 는 1719.5원으로 가장 저렴했다. 26일 오후 6시 기준 전국 평균 휘발유 가격은 직전일보다 0.76원 내린 당 1737.78원이었다. 경유 가격도...,https://n.news.naver.com/mnews/article/029/0002750995?sid=101,2022-08-27 07:15:00,휘발유 36원·경유 26원 내렸다 기름값 8주째 하락
285,자료 오피넷 2022.08.27 . 휘발유 기준 알뜰주유소 의 평균가격은 리터당 1719.5원으로 가장 낮았고 칼텍스주유소가 가장 높은 리터당 1752.6원을 기록했다. 경유 기준 알뜰주유소 의...,http://www.newspim.com/news/view/20220827000012,2022-08-27 06:13:00,국내 기름값 8주째 하락 휘발유 전주 대비 36.4원 내린 리터당 1743.8원
286,상표별로는 칼텍스 주유소가 당 평균 1천752.6원으로 가장 비쌌고 알뜰주유소 는 1천719.5원으로 가장 저렴했다. 전날 오후 6시 기준 전국 평균 휘발유 가격은 직전일보다 0.76원 내린 당 1천737.78원이었다. 국내...,https://n.news.naver.com/mnews/article/001/0013401089?sid=101,2022-08-27 06:02:00,국내 기름값 8주째 하락 이번주 휘발유 36원·경유 26원 내려
287,주유소별로는 휘발유 기준 이번주 알뜰주유소 의 평균가격이 리터당 1719.5원으로 가장 낮았고 칼텍스주유소가 가장 높은 리터당 1752.6원을 기록했다. 경유 역시 알뜰주유소 의 평균가격이 리터당 1823.3원으로...,https://n.news.naver.com/mnews/article/417/0000846784?sid=101,2022-08-27 05:52:00,기름값 8주 연속 하락 이번주 휘발유 36.4원·경유 35.3원 내려
288,상표별 휘발유 가격은 칼텍스가 리터당 1752.6원으로 가장 비쌌고 알뜰주유소 가 1719.5원으로 가장 쌌다. 26일 전국 휘발유 평균 가격은 리터당 1737.78원으로 전날보다 0.76원 하락했다. 8월 넷째 주 평균 국제유가...,https://www.businesspost.co.kr/BP?command=article_view&num=291082,2022-08-26 17:36:00,주유소 휘발유 가격 8주째 내려 리터당 1700원대 서울은 1800원 넘어
289,기자 청주 오송의 한 알뜰주유소 . 유류세 추가 인하에도 여전히 높은 기름값에 저렴한 주유소를 찾는 소비자들의 발길이 이어지고 있습니다. 시장을 찾은 손님들도 높아진 물가에 선뜻 지갑을 열지 못합니다. 실제...,http://mbnmoney.mbn.co.kr/news/view?news_no=MM1004718229,2022-08-26 15:06:00,충북·충남 경제고통지수 전국 최상위권 오명 원인은
290,고속도로 알뜰은 제일 저렴 재고 회전율 차이 때문 농협중앙회가 운영하는 알뜰주유소 가 한 달 넘게 전국에서 가장 비싸게 휘발유와 경유를 팔고 있는 것으로 나타났다. 농협은 다른 민간 주유소에 비해...,https://n.news.naver.com/mnews/article/366/0000836275?sid=101,2022-08-24 15:31:00,알뜰 인데 제일 비싼 농협 주유소 휘발유·경유 한달 넘게 최고가
291,경유가 가장 싼 주유는 대구 서구 서대구로 소재 알뜰주유소 인 주유소 로 경유 가격이 리터당 1 701원이다. 전국 평균 기름값은 휘발유 가격의 경우 리터당 1 740원이다. 평균 경유 가격은 리터당 1...,https://www.nbntv.co.kr/news/articleView.html?idxno=989743,2022-08-24 12:56:00,휘발유·경유 가격비교 8월 24일 기름값 싼곳 어디 ... 주유소 최저가 휘발유...
292,경유 가격이 가장 싼 주유소는 대구 서구에 위치한 알뜰주유소 상표의 영신주유소가 리터당 1701원에 판매해 가장 싸다. 24일 전국평균 휘발유 가격은 리터당 1740.58원으로 최고가와 최저가의 차이는 1088원 차이가...,https://www.jejutwn.com/news/article.html?no=143298,2022-08-24 09:06:00,휘발유·경유 가격비교 2022년 8월 24일 기름값 가장 싼 주유소 는
293,알뜰주유소 이야기도 나왔어요 앵커 끝으로 지속적인 도내 기름값 안정화를 위해 제주에 전하고 싶은 말씀 있다면요 앵커 네 오늘 말씀 여기까지 듣겠습니다. 출연 감사합니다.,https://n.news.naver.com/mnews/article/056/0011326044?sid=101,2022-08-23 19:28:00,대담 전국 최고 수준 제주 기름값 원인과 대책은
294,경유 가격이 가장 싼 주유소는 대구 서구에 위치한 알뜰주유소 상표의 영신주유소가 리터당 1701원에 판매해 가장 싸다. 23일 전국평균 휘발유 가격은 리터당 1742.97원으로 최고가와 최저가의 차이는 1088원...,https://www.jejutwn.com/news/article.html?no=143224,2022-08-23 15:12:00,휘발유·경유 가격비교 처서 8월 23일 기름값 가장 싼 주유소 는
295,경유가 가장 싼 주유는 대구 서구 서대구로 소재 알뜰주유소 인 주유소 로 경유 가격이 리터당 1 701원이다. 전국 평균 기름값은 휘발유 가격의 경우 리터당 1 744원이다. 평균 경유 가격은 리터당 1...,https://www.nbntv.co.kr/news/articleView.html?idxno=989546,2022-08-23 11:48:00,휘발유·경유 가격비교 8월 23일 기름값 싼곳 어디 ... 주유소 최저가 휘발유...
296,휘발유 가격이 가장 싼 주유소는 충북 음성군에 위치한 알뜰주유소 상표의 상평주유소가 리터당 1595원에 판매해 가장 저렴했다. 경유 가격이 가장 싼 주유소는 대구 서구에 위치한 알뜰주유소 상표의 영신주유소가...,https://www.jejutwn.com/news/article.html?no=142977,2022-08-22 09:48:00,휘발유·경유 가격비교 8월 22일 기름값 가장 싼 주유소 는
297,브리핑룸 찾은 이관섭 정책기획수석 김은혜 홍보수석 임종득 안보실 2차장 기자간담회 참석한 김진표 국회의장 정견발표 하는 이재명 당대표 후보 수도권 당직 병원제 시작 채소류 물가 고공행진 붐비는 알뜰주유소 ...,https://n.news.naver.com/mnews/article/003/0011375294?sid=102,2022-08-22 09:36:00,사진으로 보는 지난 주말 뉴시스
298,상표별로 판매 가격은 칼텍스 주유소가 리터당 평균 1천789.3원으로 가장 높았고 알뜰주유소 는 1천 757.7원으로 가장 낮았다. 이날 오후 4시 기준 전국 평균 휘발유 가격은 전날보다 2.02원 내린 1천 751.35원으로...,https://www.idaegu.co.kr/news/articleView.html?idxno=392213,2022-08-21 21:34:00,국내 휘발유 1700원대 진입 7주 연속 하락세
299,상표별로는 칼텍스 주유소가 당 평균 1789.3원으로 가장 비쌌고 알뜰주유소 는 1757.7원으로 가장 저렴했다. 앞서 국내유가는 유류세 인하폭을 20 에서 30 로 확대했음에도 지속적인 상승세를 보였다. 이에 정부는...,http://www.sisafocus.co.kr/news/articleView.html?idxno=282102,2022-08-21 16:28:00,휘발유·경유 가격 7주 연속 하락 휘발유 1700원대 진입
300,상표별로 살펴보면 칼텍스가 리터당 평균 1천789.3원으로 가장 비쌌고 알뜰주유소 는 1천757.7원으로 가장 저렴한 것으로 나타났다. 국내 휘발유와 경유 가격은 다음 주에도 하락세를 이어갈 것으로 전망된다. 국내...,https://n.news.naver.com/mnews/article/031/0000692886?sid=101,2022-08-21 14:52:00,국내 기름값 7주 연속 하락 다음주도 내릴까
301,2원을 기록하는 등 국내 휘발유와 경유 가격이 국제 유가 하락세를 따라 7주 연속 하락했다. 21일 휘발유가 당 1 683원에 판매되고 있는 한 알뜰주유소 에서 차량들이 길게 줄지어 주유하고 있다. 2022.08.21,https://n.news.naver.com/mnews/article/011/0004089757?sid=101,2022-08-21 12:41:00,7주 연속 하락한 국내 휘발유·경유 가격
302,2원을 기록하는 등 국내 휘발유와 경유 가격이 국제 유가 하락세를 따라 7주 연속 하락했다. 21일 휘발유가 당 1 683원에 판매되고 있는 한 알뜰주유소 에서 차량들이 길게 줄지어 주유하고 있다. 2022.08.21,https://n.news.naver.com/mnews/article/011/0004089756?sid=101,2022-08-21 12:39:00,국내 휘발유 가격 7주 연속 하락
303,21일 오전 서울 양천구의 한 알뜰주유소 에 유가 정보가 표시되어 있다. 2022.08.21. . 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는...,https://n.news.naver.com/mnews/article/003/0011374371?sid=101,2022-08-21 11:01:00,붐비는 알뜰주유소
304,21일 오전 서울 양천구의 한 알뜰주유소 에 유가 정보가 표시되어 있다. 2022.08.21. . 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는...,https://n.news.naver.com/mnews/article/003/0011374370?sid=101,2022-08-21 11:01:00,7주 연속 하락한 국내 기름값
305,21일 오전 서울 양천구의 한 알뜰주유소 에 유가 정보가 표시되어 있다. 2022.08.21. . 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는...,https://n.news.naver.com/mnews/article/003/0011374369?sid=101,2022-08-21 11:01:00,붐비는 알뜰주유소
306,21일 오전 서울 양천구의 한 알뜰주유소 에 유가 정보가 표시되어 있다. 2022.08.21. . 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는...,https://n.news.naver.com/mnews/article/003/0011374368?sid=101,2022-08-21 11:01:00,붐비는 알뜰주유소
307,21일 오전 서울 양천구의 한 알뜰주유소 에 유가 정보가 표시되어 있다. 2022.08.21. . 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는...,https://n.news.naver.com/mnews/article/003/0011374372?sid=101,2022-08-21 11:01:00,국내 기름값 7주 연속 하락세...1600원대 주유소 등장
308,21일 오전 서울 양천구의 한 알뜰주유소 에 유가 정보가 표시되어 있다. 2022.08.21. . 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는...,https://n.news.naver.com/mnews/article/003/0011374366?sid=101,2022-08-21 11:01:00,국내 기름값 7주 연속 하락세
309,21일 오전 서울 양천구의 한 알뜰주유소 에 유가 정보가 표시되어 있다. 2022.08.21. . 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는...,https://n.news.naver.com/mnews/article/003/0011374367?sid=101,2022-08-21 11:01:00,국내 기름값 7주 연속 하락세
310,알뜰주유소 등 기타는 1394개에서 1413개로 되레 19곳 늘었다. 휘발유·경유 등을 공급하는 정유사들은 전체 매출 중 주유소 비중이 높지 않은 데다 일정 정도의 주유소수 감소가 소매 수요 위축으로 직결되진 않을...,https://n.news.naver.com/mnews/article/016/0002030856?sid=101,2022-08-21 09:02:00,기름값 올라서 돈 벌었다고요 사라지는 주유소 가 이렇게 많습니다 비즈360
311,상표별 판매가격은 알뜰주유소 휘발유 평균 판매가격이 당 1757.7원으로 가장 저렴했고 칼텍스 주유소가 가장 높은 1789.3원을 기록했다. 지역별로는 서울의 휘발유 가격이 당 1847.5원으로 전국 평균 가격 대비 67....,https://www.ebn.co.kr/news/view/1543201/?sc=Naver,2022-08-20 23:42:00,전국 평균 휘발유 가격 당 1780원 7주 연속 하락세
312,상표별로는 알뜰주유소 가 낮았던 반면 칼텍스 상표 주유소가 높았다. 알뜰주유소 의 휘발유 평균 판매가격은 리터당 1 757.7원으로 낮았지만 칼텍스 상표 주유소는 1789.3원으로 높아 31.6원의 차이를...,http://www.todayenergy.kr/news/articleView.html?idxno=251468,2022-08-20 22:56:00,휘발유 53.1원 경유 48.7원 내려 7주 연속 ↓
313,상표별로는 칼텍스 주유소가 당 평균 1천789.3원으로 가장 비쌌고 알뜰주유소 는 1천757.7원으로 가장 저렴했다. 전날 오후 5시 기준 전국 평균 휘발유 가격은 직전일보다 6.5원 내린 당 1천757.9원이었다. 국내 경유...,https://www.goodnews1.com/news/articleView.html?idxno=411793,2022-08-20 21:36:00,이번주 평균 휘발윳값 당 1천780원 53원 ↓
314,상표별로는 가장 비싼 칼텍스 주유소가 당 평균 1789.3원이었고 가장 저렴한 알뜰주유소 는 1757.7원이었다. 국내 휘발유와 경유 가격이 7월1일부로 시행된 유류세 인하율 확대 30 37 조치와 국제 석유제품 가격...,https://n.news.naver.com/mnews/article/586/0000043572?sid=101,2022-08-20 15:22:00,전국 평균 휘발유 가격 당 1780원 7주 연속 하락
315,상표별로는 칼텍스 주유소가 당 평균 1789.3원으로 가장 비쌌고 알뜰주유소 는 1757.7원으로 가장 저렴했다. 이날 오후 3시 기준 전국 평균 휘발유 가격은 직전일보다 4.06원 내린 당 1753.80원이었다. 부산은 2....,https://n.news.naver.com/mnews/article/658/0000017898?sid=101,2022-08-20 15:13:00,이번주 전국 평균 휘발윳값 당 1780원...부산은 1751원
316,경기도는 1759.93원 인천은 1728.86원으로 나타났다. 상표별 가격은 칼텍스가 리터당 평균 1766.51원으로 가장 비쌌고 알뜰주유소 자영 가 1695.44원으로 가장 낮았다. 알뜰주유소 전체로는 1735.18원이다.,http://www.thereport.co.kr/news/articleView.html?idxno=23117,2022-08-20 14:42:00,보통휘발유 가격 일주일 사이 36.20원 내려···내림세 지속
317,상표별로는 칼텍스 주유소가 당 평균 1789.3원으로 가장 비쌌고 알뜰주유소 는 1757.7원으로 가장 저렴했다. 이날 오후 2시 기준 전국 평균 휘발윳값은 전일보다 4.06원 내린 당 1753.8원이다. 국내 경유 가격도...,https://n.news.naver.com/mnews/article/022/0003726822?sid=101,2022-08-20 14:42:00,이번주 전국 평균 휘발윳값 당 1780원 53원↓
318,상표별로는 칼텍스 주유소가 당 평균 1천789.3원으로 가장 비쌌고 알뜰주유소 는 1천757.7원으로 가장 저렴했다. 전날 오후 5시 기준 전국 평균 휘발유 가격은 직전일보다 6.5원 내린 당 1천757.9원이었다. 국내 경유...,https://www.tfmedia.co.kr/news/article.html?no=130581,2022-08-20 14:38:00,전국 주유소 평균 휘발유가 당 53원 내린 1 780원 7주 연속 하락세
319,상표별로는 칼텍스주유소가 당 평균 1789.3원으로 가장 비쌌고 알뜰주유소 는 1757.7원으로 가장 저렴했다. 국내 경유 가격도 7주 연속 하락세를 나타냈다. 이번 주 경유 평균 가격은 지난주보다 48.7원 내린 당...,https://www.asiatime.co.kr/article/20220820500003,2022-08-20 14:20:00,국내 기름값 7주째 내려...휘발유 1780.2원
320,상표별로는 칼텍스 주유소가 당 평균 1789.3원으로 가장 비쌌고 알뜰주유소 는 1757.7원으로 가장 저렴했다. 전날 오후 5시 기준 전국 평균 휘발유 가격은 직전일보다 6.5원 내린 당 1757.9원이었다. 국내 경유...,https://n.news.naver.com/mnews/article/119/0002631927?sid=101,2022-08-20 13:12:00,국내 기름값 7주 연속 하락 휘발유 평균 1780.2원
321,상표별로 알뜰주유소 가 당 1757.7원으로 가장 낮다. 칼텍스는 1789.3원으로 가장 비쌌다. 경유 가격도 7주 연속 내리고 있다. 경유는 지난 3월11일 1818.45원을 기록한 이후 꾸준히 상승했다가 6월30일 2167....,http://www.seoulwire.com/news/articleView.html?idxno=478259,2022-08-20 13:08:00,국내 휘발유값 7주 연속 하락 서울만 1800원대
